comp,ivar,ipft,R2,RMSE,slope,reMSE,dNRMSE,sNRMSE,iNRMSE,f_SB,f_SDSD,f_LSC,varname,pft,var,dim,alg
biomass,5,4,0.9468504434007685,96.78634946941227,1.0013608857240268,4.496578392489971e-05,0.045614449985905504,0.2305418760208901,inf,0.002030179302891411,0.014232330233536835,0.9837374904635717,biomass_05,PFT04,HeartBE,pft,XGBRegressor
biomass,5,5,0.9879132852113268,63.66244216883663,1.0124090726224972,1.022564702933435e-05,0.014902392404856742,0.10993959609109542,inf,0.00042997689473542935,0.02765492784252824,0.9719150952627362,biomass_05,PFT05,HeartBE,pft,XGBRegressor
biomass,5,6,0.8687461442168025,276.0353032834571,0.9876885315205348,0.00011104387122097923,0.0756703247155403,0.3622897401020314,inf,0.015105193950452782,0.019834052851447022,0.9650607531981001,biomass_05,PFT06,HeartBE,pft,BaggingRegressor
biomass,5,7,0.9509011062555791,103.6080954022723,0.9184958512590903,4.153882719494151e-05,0.034541599982437984,0.22158270181677284,inf,0.018463888128261455,0.07127748470491238,0.910258627166826,biomass_05,PFT07,HeartBE,pft,XGBRegressor
biomass,5,8,0.9564746743621406,83.5037954739207,0.9848194052098789,3.6823456546412345e-05,0.03548648234667837,0.2086272408815766,inf,0.00012328922102333855,0.000988064211859483,0.9988886465671172,biomass_05,PFT08,HeartBE,pft,XGBRegressor
biomass,5,9,-0.22329185916427519,35.03934582209242,-3.1828419163780197e-31,0.022241670166623182,0.26398527443673886,1.1060252524984568,0.858329572339753,0.18253359367307723,0.8174664063269219,8.333754778131985e-16,biomass_05,PFT09,HeartBE,pft,NoneType
biomass,5,10,1.0,0.0,1.0,,,,,,,,biomass_05,PFT10,HeartBE,pft,NoneType
biomass,5,11,1.0,0.0,1.0,,,,,,,,biomass_05,PFT11,HeartBE,pft,NoneType
biomass,5,12,1.0,0.0,1.0,,,,,,,,biomass_05,PFT12,HeartBE,pft,NoneType
biomass,5,13,1.0,0.0,1.0,,,,,,,,biomass_05,PFT13,HeartBE,pft,NoneType
biomass,5,14,1.0,0.0,1.0,,,,,,,,biomass_05,PFT14,HeartBE,pft,NoneType
biomass,5,15,1.0,0.0,1.0,,,,,,,,biomass_05,PFT15,HeartBE,pft,NoneType
biomass,6,2,0.9701482842054192,11.361443454385828,0.9887799414016215,2.525525870945918e-05,0.03521864258329628,0.1727764908619826,inf,0.004641962037202056,0.00044139378064916526,0.9949166441821488,biomass_06,PFT02,Root,pft,XGBRegressor
biomass,6,3,0.8523907335500505,9.589753338955738,0.9174185194066695,0.00012488093608286767,0.0702408361325102,0.3841995138595956,inf,1.4172557742587373e-06,0.0005265152354702174,0.9994720675087555,biomass_06,PFT03,Root,pft,MLPRegressor
